RegionID,SizeRank,RegionName,RegionType,StateName,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31
9,0,California,state,,174723.69774635300,175277.06785793600,176052.77350147500,177720.9906663840,179676.22286085700,181787.30983781000,184028.53241966300,186376.52929925500,188707.62410239800,190878.6558547400,193000.50915598100,195078.31920079600,196845.2310419190,198599.2005280880,200584.9596772240,203097.26702393400,205649.6273013200,208018.9314507930,210257.37545593100,212421.65326922400,214496.2602266120,216434.19647687200,218255.16208308800,220005.36185777500,221440.50333829500,222907.02829805600,224603.38525490000,226869.61763112700,229510.45523353600,232417.49389625000,235774.26147949800,239385.40662655800,243035.8411812400,246501.8535596120,249894.23317397700,253249.53992962900,256220.83224217100,258988.8718967740,261940.74199767900,265391.0432865250,269263.7652597120,272860.22733075200,276658.8108369540,280641.685345341,285025.8553754440,289251.75787148700,293276.4859401690,297174.6076007430,301174.9268389110,305685.7345041450,310814.85395230600,316745.8251159360,323621.81063955700,331271.1818301460,339118.6876639890,346605.2896712960,353745.43775449800,360586.2536618770,366580.16165320900,372316.7308435820,377398.8259569730,382946.77837627800,388810.0770356020,395458.24696209700,401926.26734143600,407996.10047209,413844.78581209400,419795.9106624630,425742.8453768420,431596.0547209190,436337.73267693700,440515.12427459100,443965.24250150800,447032.3047318550,449992.13930531100,452657.7738940730,455332.8594384150,457184.83810825200,457926.7527394780,457971.3747485650,456969.0496218280,455828.7666442220,454631.4071150450,453585.8363078980,452666.1414156080,451571.23151899800,450033.17195681800,448137.5092821110,445191.8164615820,441830.6064596420,437493.0153611760,433006.0153854780,427986.87777115500,422740.5453814600,417409.0554331970,411712.793237259,406067.6004974780,399463.92567805200,391473.3935165570,382014.0202560100,371834.5420546370,361872.44216897900,351730.78923384200,341919.5012555520,332893.46505083000,325117.3097788970,317695.61391928400,310589.7718690900,303962.3375595240,299037.6452321470,294980.4702751970,291176.88456928700,287502.3673423870,284253.9666343870,281806.8542021600,279824.73347194500,278287.76864114700,277446.7417001180,278182.409941589,279909.045483533,281699.33556386300,282462.8318682110,283490.702320605,284807.76507000200,286283.06080742900,286399.84424148700,285516.2413638770,283840.0468104250,282088.35453199800,280193.0594201210,278494.95951446900,277323.49096776700,276401.5496007530,275535.0839454680,274147.3626108830,272641.1737824930,270370.9276238340,268579.81781034800,267016.33861767300,265316.16354567700,263291.5533232100,261134.5497914560,260082.6721758900,259399.92396388700,259073.68368429000,258522.8800605890,257831.79434861200,257272.89607074800,257317.07434292200,258255.15676446300,259766.2814087320,262168.24535760500,265467.6120282810,269588.4891777770,274092.44203375600,278861.3634943240,283259.26407927700,287075.788848074,290306.22103851300,294234.126109336,299781.40724687800,306509.31354219600,313356.9616073810,319954.46218182800,326433.9165581120,332771.820993122,338003.6416993530,342190.9855264950,345124.21512008600,347428.4578478390,349483.24686504000,352185.6865067240,355217.7634086930,357767.25588849600,359502.0152011120,361110.6779615160,363670.53235665100,366794.8066892620,370198.25288818200,373287.3509323500,375898.34994377400,377988.9204890790,379669.78338227400,381451.34135301600,383537.8218666320,385663.01297868200,387352.65866754600,388471.7661323720,389370.86660720500,390303.1252913640,390928.6799569510,391438.25341238100,394276.87585160900,399404.78342564800,405422.4115030180,409964.9481374370,412972.0378725720,415591.5184670840,416630.5480947030,416455.5627156540,415153.5323007190,414861.62564724600,415822.28272523100,418174.4126413210,422875.1442858190,429161.10872019900,436071.35008892500,441628.5387799170,445716.74619202500,449166.1192778000,450853.1442174470,452244.87076009600,453655.5070653160,456808.63350084900,460350.0245688880,464568.64743379200,469329.5905954480,474580.6138388330,479303.396403618,483177.38433895100,486670.74558551200,489562.61752049700,492235.4982346870,495192.30305208000,498528.51077508200,502119.23881474,504694.8057888120,506309.54635252400,505943.71050152300,504540.0174370120,502915.99441146000,502083.5360708490,501553.398331782,501258.3709022830,501829.15601556100,503751.6098879330,506618.32440781900,509890.58964927000,513403.3118197790,516926.0529482500,519665.8409754620,521748.71138808400,523700.70916130700,525635.0095068950,525948.5769162900,524872.3558640230,524845.673528331,528087.820782695,535181.17787077,544253.8683028130,554796.8287059310,565308.7899427910,573900.136097172,581235.6589525940,587740.3426785760,596299.8541274070,606378.0601962800,617171.7211248150,626813.5401803600,633242.3329594120,637424.8653781550,641187.2534878880,646445.9630410670,653051.850688781,662521.0482633320,674876.9039308610,689844.6341893970,703343.7782275630,713404.1992085400,718791.7221334950,719347.4849294450,715489.7135276670,709064.4097727710,703196.7329565330,698467.6645317930,694262.6888487670,687311.758802507,680051.4721435450,674798.9601441520,674468.9815391630,677818.5526366790,683283.3444968320,690382.7338924120,698289.0245437140,705760.2312594430,711956.3259286680
54,1,Texas,state,,98456.00832533980,98513.26466781920,98533.43871499120,98657.13626533570,98725.12798086220,98807.80513042670,98853.2153638978,99022.73025502690,99257.43936213410,99523.76340608290,99838.12768450670,100177.94066819900,100353.48979216300,100284.77462662300,100046.23969533100,99902.22640816510,99927.59394751350,100040.56116422300,100188.11996329200,100325.2021274010,100469.24026467000,100609.77578179600,100716.92406345400,100806.98473934200,100855.57783179700,100959.9345128740,101198.34040598700,101588.9395960390,102044.42400870400,102538.68736042000,103035.35963294000,103548.28722354900,103999.53231808700,104391.58332427500,104731.90201488600,105033.58959449700,105267.94674427200,105419.33854947200,105572.4387201920,105762.1280586630,105986.58448995400,106218.7121212040,106440.10818323900,106684.76665616700,106909.44416844300,107134.90609776700,107299.53946563400,107428.25771464900,107773.76721576700,108567.46155898400,109834.41002355200,111087.93057435300,112103.0796147590,112734.5814628730,113309.91640948800,113816.69925880900,114388.92485441600,114911.8209109920,115399.67189206700,115821.70319232900,116286.84538782400,116672.64031612400,117007.362700923,117286.40007496000,117570.15200824900,117888.77030895700,118149.24701426900,118389.95622093800,118615.97210070200,118782.52698264500,119003.03574596300,119167.92812591900,119303.11191477900,119441.5047457310,119637.12953969600,119974.65269580400,120472.93850622700,121027.26372365900,121575.26168863600,122042.83602925000,122531.22468981600,123180.61293834800,123777.11910392700,124386.47322112100,124649.33631463100,124707.0145300390,124606.04113570200,124752.29719889600,125110.15367824300,125599.5698203520,126040.75541653300,126503.53914543300,126963.67575164900,127384.42899227000,127717.02108936,128017.06277580300,127817.7834294610,127352.63179290900,126691.80690986500,126326.02518870800,126040.21951615600,125794.28790441600,125598.53453963200,125247.37462912200,124734.40519177400,124127.7635368120,123547.19331031300,123009.59517681700,122515.20735070800,122268.0708394800,122176.60068192200,122194.79653805700,122230.0291167390,122246.39284070800,122292.05596331200,122192.7143354710,122063.92132117100,121894.77219247900,121972.17529170000,122120.829223088,122167.77331727700,122117.14106072000,122106.25233232200,122272.74429850900,122462.2883241250,122493.16917510700,122214.26023037200,121705.34634518100,121123.63799728700,120549.74964256000,119980.57398555500,119493.63964803700,119080.21947672700,118617.33924261500,118153.45452217600,117665.54065911200,117276.20878267600,116855.37187767500,116610.02492002000,116447.15366050300,116370.49752235000,116226.20108440200,115972.92363338500,115658.59784220000,115455.93488811100,115508.63465938500,115693.66998581300,115888.61971855400,116117.73838815900,116485.46756876100,116933.75943052200,117284.03142207300,117569.43449222600,117846.10367976300,118140.77512152500,118409.94688745900,118800.1663424780,119310.50865660600,119973.79186647400,120607.50324055100,121377.35864544100,122264.45964182700,123177.18807586100,124040.82438547900,124762.7468515720,125549.28664556800,126294.17854679600,127088.55763446700,127953.15015854000,128894.9673238830,129850.91691871500,130709.28573243200,131584.88259440500,132472.2285067290,133471.09536883100,134358.63400970900,135137.5090562320,135702.56153446500,136482.60435728000,137394.45592632200,138517.23061443500,139640.13180478100,140723.7999744410,141694.77498576100,142599.33002748500,143558.737036134,144637.34731574000,145803.11583308100,146940.31716859000,148031.053897288,149033.58948639900,150118.2803270880,151260.67388887900,152468.55815745200,153406.2920200360,154383.58681495100,155273.54198750200,156257.710883072,157080.75782837700,157933.82132538700,158935.31713280900,160013.63797148200,161162.71321565300,162237.64257355700,163295.52315140700,164246.06871439100,165289.53447297300,166411.10355073900,167463.21443076600,168407.06473109900,169134.38707467400,169872.12631980200,170600.70493942100,171505.67042820200,172557.66416544000,173745.28939094200,174950.65252915200,176072.27479616300,177252.81961667400,178329.9547708970,179431.82167197400,180336.23535061600,181336.9481528490,182212.2908846890,183073.54898033900,183765.4629951370,184525.0164506630,185369.9889978300,186208.79258162000,186935.00196540500,187495.30541415500,187947.09066833700,188343.61491495600,188773.30762183200,189215.94253027500,189767.27857366600,190365.45882095700,191161.1817110690,192098.6125147960,193155.35582336300,194278.4957018830,195376.0449851870,196408.52584266000,197101.62312813200,197313.68004513000,197428.65680043600,197975.98812956,199167.20831571300,201005.42215693500,203209.5723181930,205864.70232933500,208459.80288769200,211103.68145204400,213833.27965200300,216968.38186877100,220415.0135007580,224294.61855681000,228387.63052479500,231984.19747555100,234598.51178633400,236435.7862715200,238458.58622407000,241203.2252775770,244441.27139614500,249027.06219689600,254446.88857672400,260614.87922273900,266466.1661936060,271688.4374624330,276185.5731176260,279080.9485448320,280209.6668175520,279972.1822052550,279379.26831421200,278712.7243661630,277690.01408225400,276143.44276845900,274627.4393313760,273579.7262670960,273251.33701391900,273589.88638729600,274406.1408364760,275206.76321568600,275941.0470512960,276223.01436641500,276255.19588564300
